id,county,pool_name,address,city,zip,inspection_date,findings
6286,DeKalb,GABLES CENTURY CENTER APTS.,1740 CENTURY CIRCLE,ATLANTA,30345,5/26/2015,"No / Violation(s): Not critical: backwash and drainage; Not critical: filtration equipment; Not critical: turnover, flowmeter"
6287,DeKalb,SIENNA RIDGE APTS.,2283 PLASTER ROAD N.E.,ATLANTA,30345,5/26/2015,No / Violation(s): Not critical: depth markings; Not critical: showers condition
6288,DeKalb,ASHLEY VISTA APTS.,100 CAMELIA LN.,LITHONIA,30058,5/26/2015,Yes / Violation(s): Critical: emergency phone/911 signage
6289,DeKalb,BRITTANY CLUB (POOL),3359 BRETON CIRCLE,ATLANTA,30319,5/26/2015,"Yes / Violation(s): Critical: chemical feeders; Critical: emergency phone/911 signage; Critical: main drains, skimmers, gullteres, vacuums; Not critical: pool test kit availability; Not critical: record-keeping"
6290,DeKalb,BRITTANY CLUB (POOL),3359 BRETON CIRCLE,ATLANTA,30319,5/26/2015,No / Violation(s): Not critical: record-keeping
6291,DeKalb,MIDWAY MANOR APTS.,3626 MIDWAY ROAD,DECATUR,30032,5/26/2015,"Yes / Violation(s): Critical: availability of emerg. lifesaving equip.; Critical: fences and gates; Critical: life line; Critical: main drains, skimmers, gullteres, vacuums; Critical: pH level; Not critical: first aid kits; Not critical: record-keeping; Not critical: water clarity"
6292,DeKalb,ROYAL MANOR APTS.,3900 MEMORIAL DRIVE,DECATUR,30032,5/26/2015,No
6293,DeKalb,ROCK SPRINGS ESTATES (VILLA POOL),1401 MARKAN DRIVE,ATLANTA,30306,5/26/2015,"Yes / Violation(s): Critical: emergency phone/911 signage; Critical: main drains, skimmers, gullteres, vacuums; Not critical: pool test kit availability; Not critical: water clarity"
6294,DeKalb,GABLES OF ROCK SPRINGS II APTS.,550 ROCK SPRINGS COURT,ATLANTA,30306,5/26/2015,"No / Violation(s): Critical: bathrooms; Critical: main drains, skimmers, gullteres, vacuums; Not critical: pool test kit availability"
6295,DeKalb,GABLES ROCK SPRINGS APTS. PHASE III (UPPER POOL),1425 ROCK SPRINGS CIRCLE,ATLANTA,30306,5/26/2015,"Yes / Violation(s): Critical: fences and gates; Critical: main drains, skimmers, gullteres, vacuums; Critical: pH level; Not critical: first aid kits; Not critical: flowmeter; Not critical: pool test kit availability; Not critical: showers condition"
6296,DeKalb,WYNBROOKE CLUB (KIDDIE POOL),389 WYNBROOKE PKWY.,STONE MOUNTAIN,30087,5/27/2015,"No / Violation(s): Critical: bathrooms; Critical: ladders, rails, boards condition; Not critical: ban on bottles, wrappers on pool deck; Not critical: deck, coping condition; Not critical: flowmeter; Not critical: night lighting; Not critical: pool and decks cleanliness/slime/algae; Not critical: pool surfaces condition; Not critical: showers condition; Not critical: storage of chemical compounds"
6297,DeKalb,LAVISTA CROSSING APTS.,3797 LAVISTA ROAD,TUCKER,30084,5/27/2015,"No / Violation(s): Critical: availability of emerg. lifesaving equip.; Critical: emergency phone/911 signage; Critical: exceeding max num of swimmers; Critical: ladders, rails, boards condition; Critical: life line; Critical: lifeguard signage; Critical: pH level; Critical: pump operation; Critical: residual free chlorine; Not critical: backwash and drainage; Not critical: ban on bottles, wrappers on pool deck; Not critical: deck, coping condition; Not critical: filtration equipment; Not critical: first aid kits; Not critical: flowmeter; Not critical: night lighting; Not critical: overflow control, water level; Not critical: pool and decks cleanliness/slime/algae; Not critical: pool test kit availability; Not critical: showers condition; Not critical: storage of chemical compounds"
6298,DeKalb,TERRA CREEK APTS.,4900 CENTRAL DRIVE,STONE MOUNTAIN,30083,5/27/2015,"Yes / Violation(s): Critical: availability of emerg. lifesaving equip.; Critical: bathrooms; Critical: fences and gates; Critical: ladders, rails, boards condition; Critical: measures for preventing spread of disease/dealing with open wounds; Critical: residual free chlorine; Not critical: backwash and drainage; Not critical: ban on bottles, wrappers on pool deck; Not critical: deck, coping condition; Not critical: filtration equipment; Not critical: flowmeter; Not critical: night lighting; Not critical: pool and decks cleanliness/slime/algae; Not critical: pool test kit availability; Not critical: showers condition; Not critical: storage of chemical compounds; Not critical: water clarity"
6299,DeKalb,WYNBROOKE COMMUNITY (POOL),389 WYNBROOKE PKWY.,STONE MOUNTAIN,30087,5/27/2015,"No / Violation(s): Critical: bathrooms; Critical: ladders, rails, boards condition; Not critical: backwash and drainage; Not critical: deck, coping condition; Not critical: night lighting; Not critical: pool and decks cleanliness/slime/algae; Not critical: pool surfaces condition; Not critical: showers condition; Not critical: storage of chemical compounds"
6300,DeKalb,THE POINTE APTS. (UPPER POOL),5130 E. PONCE DE LEON AVE.,STONE MOUNTAIN,30083,5/27/2015,"No / Violation(s): Not critical: ban on bottles, wrappers on pool deck; Not critical: deck, coping condition; Not critical: flowmeter; Not critical: night lighting; Not critical: overflow control, water level; Not critical: pool and decks cleanliness/slime/algae"
6301,DeKalb,THE POINTE APTS. (LOWER POOL),5130 E. PONCE DE LEON AVE.,STONE MOUNTAIN,30083,5/27/2015,No / Violation(s): Not critical: filtration equipment; Not critical: flowmeter
6302,DeKalb,EPIC GARDEN APTS. (UPPER POOL),"3460 BUFORD HIGHWAY N.E., STE. B-1",ATLANTA,30329,5/26/2015,"No / Violation(s): Critical: main drains, skimmers, gullteres, vacuums; Not critical: depth markings; Not critical: night lighting; Not critical: recirculation/filtration"
6303,DeKalb,VILLAGES OF EAST LAKE APTS.,460 E. LAKE BLVD.,ATLANTA,30317,5/27/2015,"Yes / Violation(s): Critical: main drains, skimmers, gullteres, vacuums; Not critical: flowmeter"
6304,DeKalb,ASHFORD PLACE CONDOMINIUMS,1415 ASHFORD PLACE,ATLANTA,30319,5/27/2015,No / Violation(s): Not critical: pool surfaces condition; Not critical: record-keeping
6305,DeKalb,PARK AT ASHFORD CONDO ASSOC. INC.,3650 ASHFORD DUNWOODY ROAD,ATLANTA,30319,5/27/2015,No / Violation(s): Critical: pH level; Not critical: record-keeping
6306,DeKalb,HIDDEN WOODS APTS.,4655 GLENWOOD ROAD,DECATUR,30035,5/27/2015,"Yes / Violation(s): Critical: availability of emerg. lifesaving equip.; Critical: bathrooms; Critical: chemical feeders; Critical: emergency phone/911 signage; Critical: fences and gates; Critical: lifeguard signage; Critical: main drains, skimmers, gullteres, vacuums; Critical: pump operation; Not critical: deck, coping condition; Not critical: first aid kits; Not critical: night lighting; Not critical: pool and decks cleanliness/slime/algae; Not critical: pool surfaces condition; Not critical: pool test kit availability; Not critical: recirculation/filtration"
6307,DeKalb,STONERIDGE AT HIDDEN CHASE (POOL 1),1000 HIDDEN CHASE,STONE MOUNTAIN,30088,5/27/2015,No / Violation(s): Not critical: night lighting
6308,DeKalb,DECATUR SQUARE CONDOS,1177 CHURCH STREET,DECATUR,30030,5/27/2015,Yes
6309,DeKalb,RIDLEY HOWARD HOUSE CONDOMINIUMS,100 RIDLEY HOWARD COURT,DECATUR,30030,5/27/2015,"No / Violation(s): Critical: ladders, rails, boards condition; Not critical: night lighting; Not critical: record-keeping; Not critical: storage of chemical compounds"
6310,DeKalb,DECATUR RENAISSANCE CONDOS,230 E. PONCE DE LEON AVE.,DECATUR,30030,5/27/2015,No / Violation(s): Critical: availability of emerg. lifesaving equip.; Not critical: record-keeping
6311,DeKalb,WESLEY CLUB APTS.,4103 WESLEY CLUB DRIVE,DECATUR,30034,5/27/2015,Yes / Violation(s): Critical: emergency phone/911 signage; Not critical: first aid kits; Not critical: showers condition
6312,DeKalb,NOTTAWAY SWIM CLUB (KIDDIE POOL),3153 HATHAWAY COURT,ATLANTA,30341,5/27/2015,No / Violation(s): Not critical: flowmeter
6313,DeKalb,BYRNWYCK SWIM CLUB (POOL),1000 BYRNWYCK ROAD,ATLANTA,30319,5/27/2015,"Yes / Violation(s): Critical: emergency phone/911 signage; Critical: fences and gates; Critical: main drains, skimmers, gullteres, vacuums; Not critical: filtration equipment; Not critical: pool test kit availability"
6314,DeKalb,SEVEN SPRINGS APTS.,100 RIDGEBROOK WAY,ATLANTA,30345,5/26/2015,No / Violation(s): Critical: residual free chlorine; Not critical: filtration equipment; Not critical: pool test kit availability; Not critical: record-keeping; Not critical: showers condition
6315,DeKalb,ASHFORD GARDENS APTS.,2203 PLASTER ROAD N.E.,ATLANTA,30345,5/27/2015,No / Violation(s): Critical: availability of emerg. lifesaving equip.; Not critical: backwash and drainage; Not critical: pool test kit availability
6316,DeKalb,CALIBRE WOODS APTS.,2075 LAVISTA ROAD,ATLANTA,30329,5/27/2015,"No / Violation(s): Not critical: turnover, flowmeter"
6317,DeKalb,DUNWOODY WOODLANDS TOWNHOMES,4235 DUNWOODY CLUB DRIVE,DUNWOODY,30338,5/27/2015,No
6318,DeKalb,MOUNT VERNON FLATS AT THE PERIMETER,1265 MOUNT VERNON HIGHWAY,ATLANTA,30338,5/27/2015,"Yes / Violation(s): Critical: emergency phone/911 signage; Not critical: flowmeter; Not critical: turnover, flowmeter"
6319,DeKalb,DUNWOODY CLUB TOWNHOMES,4101 DUNWOODY CLUB DRIVE,DUNWOODY,30350,5/27/2015,Yes / Violation(s): Critical: emergency phone/911 signage
6320,DeKalb,HENDERSON MILL CONDOMINIUMS,3208 HENDERSON MILL ROAD,ATLANTA,30341,5/26/2015,No / Violation(s): Not critical: flowmeter; Not critical: pool surfaces condition; Not critical: record-keeping; Not critical: showers condition
6321,DeKalb,TURNBURY GATES HOMEOWNERS' ASSOCIATION,2401 JOHNSON FERRY ROAD,CHAMBLEE,30341,5/26/2015,"No / Violation(s): Critical: main drains, skimmers, gullteres, vacuums; Not critical: flowmeter; Not critical: record-keeping"
6322,DeKalb,STERLING OAKS APTS.,3200 OAKWOOD VILLAGE LN.,CHAMBLEE,30341,5/26/2015,"No / Violation(s): Critical: bathrooms; Critical: fences and gates; Critical: main drains, skimmers, gullteres, vacuums; Critical: pump operation; Not critical: backwash and drainage; Not critical: ban on bottles, wrappers on pool deck; Not critical: depth markings; Not critical: overflow control, water level; Not critical: record-keeping; Not critical: showers condition; Not critical: supervision of trained operator; Not critical: water clarity; Not critical: water supply; Not critical: water temperature"
6323,DeKalb,EMBRY HILLS CLUB,3131 ALTON ROAD,CHAMBLEE,30341,5/26/2015,"No / Violation(s): Critical: fences and gates; Critical: main drains, skimmers, gullteres, vacuums"
6324,DeKalb,BYRNWICK SWIM CLUB (KIDDIE POOL),1000 BYRNWICK ROAD,ATLANTA,30319,5/27/2015,"Yes / Violation(s): Critical: emergency phone/911 signage; Critical: fences and gates; Critical: main drains, skimmers, gullteres, vacuums; Critical: pH level; Critical: residual free chlorine; Not critical: deck, coping condition; Not critical: filtration equipment; Not critical: pool test kit availability"
6325,DeKalb,GABLES MONTCLAIR APTS.,1386 CLAIRMONT ROAD,DECATUR,30033,5/27/2015,"Yes / Violation(s): Critical: main drains, skimmers, gullteres, vacuums"
6326,DeKalb,YMCA YOUTH AND TEEN DEVELOPMENT CTR (SPRAY POOL),1765 MEMORIAL DRIVE S.E.,ATLANTA,30317,5/27/2015,No
6327,DeKalb,NOTTAWAY SWIM CLUB (POOL),3153 HATHAWAY COURT,ATLANTA,30341,5/27/2015,"No / Violation(s): Critical: ladders, rails, boards condition; Not critical: flowmeter; Not critical: showers condition"
6328,DeKalb,DUNWOODY PINES,4355 GEORGETOWN SQUARE,DUNWOODY,30338,5/28/2015,No / Violation(s): Not critical: record-keeping
6329,DeKalb,TERRACES OF DUNWOODY CONDOMINIUMS,4333 DUNWOODY PARK,DUNWOODY,30338,5/27/2015,No / Violation(s): Not critical: record-keeping
6330,DeKalb,SMOKE RISE BATH & RACQUET CLUB (POOL),2088 GLACIER DRIVE,STONE MOUNTAIN,30087,5/27/2015,"No / Violation(s): Critical: main drains, skimmers, gullteres, vacuums; Not critical: first aid kits; Not critical: night lighting; Not critical: pool surfaces condition; Not critical: pool test kit availability"
6331,DeKalb,BRANSBY OUTDOOR YMCA,1185 ROCK CHAPEL ROAD,LITHONIA,30058,5/27/2015,No
6332,DeKalb,GREENS AT STONECREEK APTS.,100 DEER CREEK CIRCLE,LITHONIA,30038,5/27/2015,No
6333,DeKalb,BRIARHILL APTS.,1470 SHERIDAN ROAD N.E.,ATLANTA,30324,5/27/2015,"Yes / Violation(s): Critical: emergency phone/911 signage; Critical: main drains, skimmers, gullteres, vacuums; Critical: pH level; Not critical: flowmeter"
6334,DeKalb,RIO VISTA APTS.,2700 BUFORD HIGHWAY,ATLANTA,30324,5/27/2015,Yes / Violation(s): Critical: emergency phone/911 signage; Critical: fences and gates; Not critical: first aid kits; Not critical: pool test kit availability; Not critical: record-keeping; Not critical: water clarity
6335,DeKalb,THE LOFTS AT 5300,5300 PEACHTREE ROAD,CHAMBLEE,30341,5/27/2015,"No / Violation(s): Critical: main drains, skimmers, gullteres, vacuums; Not critical: flowmeter"
6336,DeKalb,YMCA YOUTH AND TEEN DEVELOPMENT CTR (POOL),1765 MEMORIAL DRIVE S.E.,ATLANTA,30317,5/27/2015,No / Violation(s): Critical: pH level; Critical: residual free chlorine
6337,DeKalb,SPRING VALLEY APTS.,2823 MISTY WATERS DRIVE,DECATUR,30032,5/27/2015,No / Violation(s): Not critical: first aid kits; Not critical: record-keeping
6338,DeKalb,ASHLEY VISTA APTS.,100 CAMELIA LN.,LITHONIA,30058,5/28/2015,Yes / Violation(s): Critical: pH level; Critical: residual free chlorine
6339,DeKalb,VILLAGE CREEK LANDING TOWN HOMES,1435 VILLAGE CREEK LANDING,ATLANTA,30316,5/28/2015,No / Violation(s): Critical: fences and gates; Not critical: first aid kits; Not critical: pool surfaces condition
6340,DeKalb,1105 CLAIREMONT CONDOMINIUM ASSOCIATION,"1105 CLAIREMONT AVE., UNIT G",DECATUR,30030,5/28/2015,"No / Violation(s): Critical: fences and gates; Critical: lifeguard signage; Not critical: deck, coping condition; Not critical: first aid kits; Not critical: night lighting"
6341,DeKalb,DECATUR SQUARE CONDOS,1177 CHURCH STREET,DECATUR,30030,5/28/2015,No / Violation(s): Critical: emergency phone/911 signage; Not critical: record-keeping
6342,DeKalb,VILLAGES OF EAST LAKE APTS.,460 E. LAKE BLVD.,ATLANTA,30317,5/28/2015,No / Violation(s): Not critical: backwash and drainage; Not critical: pool and decks cleanliness/slime/algae
6343,DeKalb,SOUTHLAND OWNER'S ASSOCIATION (S/D KIDDIE POOL),5728 SOUTHLAND DRIVE,STONE MOUNTAIN,30087,5/28/2015,No / Violation(s): Not critical: pool and decks cleanliness/slime/algae
6344,DeKalb,SOUTHLAND OWNER'S ASSOCIATION (S/D POOL),5728 SOUTHLAND DRIVE,STONE MOUNTAIN,30087,5/28/2015,"No / Violation(s): Critical: ladders, rails, boards condition; Not critical: night lighting; Not critical: pool and decks cleanliness/slime/algae; Not critical: pool surfaces condition"
6345,DeKalb,LAUREL HEIGHTS HOSPITAL,934 BRIARCLIFF ROAD,ATLANTA,30306,5/28/2015,"No / Violation(s): Critical: emergency phone/911 signage; Critical: ladders, rails, boards condition; Critical: main drains, skimmers, gullteres, vacuums; Critical: pump operation; Not critical: backwash and drainage; Not critical: pool and decks cleanliness/slime/algae; Not critical: storage of chemical compounds"
6346,DeKalb,335 WEST PONCE CONDOMINIUMS,335 W. PONCE DE LEON AVE.,DECATUR,30030,5/28/2015,No / Violation(s): Critical: availability of emerg. lifesaving equip.; Critical: pH level; Not critical: backwash and drainage; Not critical: pool surfaces condition; Not critical: storage of chemical compounds
6347,DeKalb,CEDAR PARK SWIM AND RACQUET CLUB,4555 CEDAR PARK DRIVE,STONE MOUNTAIN,30083,5/27/2015,No
6348,DeKalb,STONECLIFF TOWNHOMES,5471 E. MOUNTAIN STREET,STONE MOUNTAIN,30083,5/27/2015,No
6349,DeKalb,WINDCHASE CONDOMINIUMS,606 WINDCHASE LN.,STONE MOUNTAIN,30083,5/28/2015,No
6350,DeKalb,ORCHARD PARK CONDOMINIUMS,1300 ORCHARD PARK DRIVE,STONE MOUNTAIN,30083,5/28/2015,No
6351,DeKalb,HEARTHSTONE COMMUNITY CLUB,867 HEARTHSTONE DRIVE,STONE MOUNTAIN,30083,5/27/2015,No
6352,DeKalb,THE ARTISAN CONDOMINIUMS,201 W. PONCE DE LEON AVE.,DECATUR,30030,5/27/2015,"Yes / Violation(s): Critical: residual free chlorine; Not critical: record-keeping; Not critical: turnover, flowmeter"
6353,DeKalb,THE RESERVE APTS.,5650 HILLANDALE DRIVE,LITHONIA,30058,5/27/2015,No / Violation(s): Not critical: night lighting; Not critical: record-keeping; Not critical: water supply
6354,DeKalb,BRIARCLIFF NORMANDY CONDOS,1160 BRIARCLIFF ROAD N.E.,ATLANTA,30306,5/28/2015,No / Violation(s): Not critical: first aid kits; Not critical: record-keeping
6355,DeKalb,LONGWOOD APTS. (POOL),3131 N. DRUID HILLS ROAD,DECATUR,30033-2603,5/28/2015,"No / Violation(s): Critical: main drains, skimmers, gullteres, vacuums; Not critical: night lighting"
6356,DeKalb,HARROGATE CONDOMINIUM ASSOCIATION,1814 BEDFORDSHIRE DRIVE,DECATUR,30033,5/28/2015,"Yes / Violation(s): Critical: emergency phone/911 signage; Critical: pH level; Critical: residual free chlorine; Not critical: turnover, flowmeter"
6357,DeKalb,GABLES MONTCLAIR APTS.,1386 CLAIRMONT ROAD,DECATUR,30033,5/28/2015,No
6358,DeKalb,CONSERVATORY AT DRUID HILLS APTS. (POOL 1),3421 N. DRUID HILLS ROAD,DECATUR,30033,5/28/2015,"Yes / Violation(s): Critical: bathrooms; Not critical: flowmeter; Not critical: pool test kit availability; Not critical: turnover, flowmeter"
6359,DeKalb,CONSERVATORY AT DRUID HILLS APTS. (POOL 2),3421 N. DRUID HILLS ROAD,DECATUR,30033,5/28/2015,"Yes / Violation(s): Critical: main drains, skimmers, gullteres, vacuums; Critical: pump operation; Not critical: flowmeter; Not critical: pool test kit availability; Not critical: turnover, flowmeter"
6360,DeKalb,SPRING VALLEY CIVIC ASSOCIATION,3526 SPRINGSIDE DRIVE,DECATUR,30032,5/28/2015,"Yes / Violation(s): Not critical: deck, coping condition; Not critical: water clarity"
6361,DeKalb,ASHFORD AT BROOKHAVEN APTS.,1377 DRESDEN DRIVE,ATLANTA,30319,5/28/2015,No / Violation(s): Critical: emergency phone/911 signage; Not critical: pool test kit availability; Not critical: storage of chemical compounds
6362,DeKalb,TOWN SQUARE CONDOMINIUMS,225 E. PONCE DE LEON AVE.,DECATUR,30030,5/28/2015,"No / Violation(s): Not critical: backwash and drainage; Not critical: ban on bottles, wrappers on pool deck; Not critical: record-keeping"
6363,DeKalb,MARQUISE VISTA APTS.,3324 VALLEY BROOK ROAD,DECATUR,30030,5/28/2015,No / Violation(s): Not critical: pool surfaces condition; Not critical: record-keeping
6364,DeKalb,LIONS GATE CONDOMINIUMS,1492 E. PONCE DE LEON,DECATUR,30030,5/28/2015,No
6365,DeKalb,TUSCANY VILLAGE APTS.,600 NORTHERN AVE.,CLARKSTON,30021,5/28/2015,No / Violation(s): Critical: availability of emerg. lifesaving equip.; Not critical: first aid kits; Not critical: record-keeping
6366,DeKalb,BERKELEY SQUARE CONDOMINIUMS,2425 LAWRENCEVILLE HIGHWAY,DECATUR,30033,5/28/2015,No
6367,DeKalb,PINEWOOD TOWNHOMES,3535 LAWRENCEVILLE HIGHWAY,TUCKER,30084,5/28/2015,"Yes / Violation(s): Critical: availability of emerg. lifesaving equip.; Critical: ladders, rails, boards condition; Critical: life line; Critical: residual free chlorine; Not critical: ban on bottles, wrappers on pool deck; Not critical: flowmeter; Not critical: pool and decks cleanliness/slime/algae; Not critical: pool test kit availability; Not critical: showers condition; Not critical: turnover, flowmeter"
6368,DeKalb,NORTHLAKE APTS.,2006 NORTHLAKE PKWY.,TUCKER,30084,5/28/2015,"No / Violation(s): Critical: chemical feeders; Critical: main drains, skimmers, gullteres, vacuums; Not critical: deck, coping condition; Not critical: pool and decks cleanliness/slime/algae; Not critical: pool surfaces condition"
6369,DeKalb,NORTHGATE TOWNHOMES APTS.,3555 LAWRENCEVILLE HWY.,TUCKER,30084,5/28/2015,"Yes / Violation(s): Critical: chemical feeders; Critical: pH level; Critical: residual free chlorine; Not critical: backwash and drainage; Not critical: flowmeter; Not critical: pool test kit availability; Not critical: supervision of trained operator; Not critical: turnover, flowmeter"
6370,DeKalb,DRESDEN FOREST APTS.,1526 DRESDEN DRIVE,ATLANTA,30319,5/28/2015,"No / Violation(s): Critical: emergency phone/911 signage; Critical: ladders, rails, boards condition; Critical: pH level; Not critical: deck, coping condition; Not critical: pool surfaces condition; Not critical: pool test kit availability; Not critical: record-keeping"
6371,DeKalb,BELL LENOX PARK APTS.,100 LENOX PARK CIRCLE N.E.,ATLANTA,30319,5/28/2015,No / Violation(s): Critical: chemical feeders; Critical: emergency phone/911 signage; Critical: pH level
6372,DeKalb,CLARKSTON STATION APTS.,3629 MONTREAL CREEK CIRCLE,CLARKSTON,30021,5/27/2015,"No / Violation(s): Not critical: deck, coping condition; Not critical: pool and decks cleanliness/slime/algae"
6373,DeKalb,PARK SPRINGS (INDOOR LAP POOL),500 SPRINGHOUSE CIRCLE,STONE MOUNTAIN,30087,5/28/2015,"No / Violation(s): Not critical: deck, coping condition"
6374,DeKalb,PARK SPRINGS (INDOOR THERAPY POOL),500 SPRINGHOUSE CIRCLE,STONE MOUNTAIN,30087,5/28/2015,"No / Violation(s): Not critical: deck, coping condition"
6375,DeKalb,BEST INN & SUITES,4095 COVINGTON HWY.,DECATUR,30032,5/28/2015,No / Violation(s): Not critical: pool surfaces condition; Not critical: pool test kit availability; Not critical: water clarity
6376,DeKalb,WILLOW BRANCH APTS.,822 N. INDIAN CREEK DRIVE,CLARKSTON,30021,5/28/2015,"No / Violation(s): Not critical: deck, coping condition; Not critical: filtration equipment; Not critical: pool and decks cleanliness/slime/algae; Not critical: pool surfaces condition; Not critical: pool test kit availability; Not critical: water supply"
6377,DeKalb,WILLOW BRANCH APTS.,822 N. INDIAN CREEK DRIVE,CLARKSTON,30021,5/27/2015,No
6378,DeKalb,"GEORGIA PERIMETER COLLEGE, CLARKSTON (INDOOR POOL)",555 N. INDIAN CREEK DRIVE,CLARKSTON,30021,5/28/2015,"Yes / Violation(s): Critical: fences and gates; Not critical: deck, coping condition; Not critical: filtration equipment; Not critical: night lighting; Not critical: pool and decks cleanliness/slime/algae; Not critical: storage of chemical compounds"
6379,DeKalb,BIRCH RUN APTS.,1204 BROCKETT ROAD,CLARKSTON,30021,5/27/2015,No
6380,DeKalb,KRC RIDGE APTS.,4565 COVINGTON HWY.,DECATUR,30035,5/28/2015,"Yes / Violation(s): Critical: emergency phone/911 signage; Critical: fences and gates; Critical: main drains, skimmers, gullteres, vacuums; Not critical: deck, coping condition; Not critical: night lighting; Not critical: pool surfaces condition; Not critical: record-keeping"
6381,DeKalb,CAMDEN CREEKSTONE APTS.,1945 SAVOY DRIVE,ATLANTA,30341,5/28/2015,No
6382,DeKalb,DUNWOODY GABLES APTS.,1970 PEACHFORD RD.,DUNWOODY,30338,5/28/2015,"No / Violation(s): Critical: availability of emerg. lifesaving equip.; Critical: exceeding max num of swimmers; Critical: fences and gates; Critical: ladders, rails, boards condition; Critical: life line; Critical: measures for preventing spread of disease/dealing with open wounds; Critical: pH level; Critical: residual free chlorine; Not critical: backwash and drainage; Not critical: flowmeter; Not critical: pool and decks cleanliness/slime/algae; Not critical: pool surfaces condition; Not critical: storage of chemical compounds"
6383,DeKalb,CAMDEN DUNWOODY APTS.,10 PEACHFORD CIRCLE,DUNWOODY,30338,5/28/2015,"No / Violation(s): Critical: availability of emerg. lifesaving equip.; Critical: exceeding max num of swimmers; Critical: fences and gates; Critical: ladders, rails, boards condition; Critical: life line; Critical: lifeguard signage; Not critical: backwash and drainage; Not critical: ban on bottles, wrappers on pool deck; Not critical: deck, coping condition; Not critical: filtration equipment; Not critical: first aid kits; Not critical: flowmeter; Not critical: night lighting; Not critical: pool and decks cleanliness/slime/algae; Not critical: pool surfaces condition; Not critical: pool test kit availability; Not critical: storage of chemical compounds; Not critical: turnover, flowmeter"
6384,DeKalb,CAMDEN DUNWOODY APTS.,10 PEACHFORD CIRCLE,DUNWOODY,30338,5/28/2015,"Yes / Violation(s): Critical: availability of emerg. lifesaving equip.; Critical: bathrooms; Critical: chemical feeders; Critical: emergency phone/911 signage; Critical: exceeding max num of swimmers; Critical: fences and gates; Critical: ladders, rails, boards condition; Critical: life line; Critical: lifeguard signage; Critical: main drains, skimmers, gullteres, vacuums; Critical: measures for preventing spread of disease/dealing with open wounds; Critical: pH level; Critical: pump operation; Critical: residual free chlorine; Not critical: backwash and drainage; Not critical: filtration equipment; Not critical: first aid kits; Not critical: flowmeter; Not critical: pool and decks cleanliness/slime/algae; Not critical: pool surfaces condition; Not critical: pool test kit availability; Not critical: recirculation/filtration; Not critical: showers condition; Not critical: storage of chemical compounds; Not critical: turnover, flowmeter"
6385,DeKalb,ASHFORD CONDOMINIUMS,100 ASHFORD CIRCLE,DUNWOODY,30338,5/28/2015,"No / Violation(s): Critical: availability of emerg. lifesaving equip.; Critical: bathrooms; Critical: emergency phone/911 signage; Critical: exceeding max num of swimmers; Critical: fences and gates; Critical: ladders, rails, boards condition; Critical: life line; Critical: lifeguard signage; Critical: main drains, skimmers, gullteres, vacuums; Critical: measures for preventing spread of disease/dealing with open wounds; Critical: pH level; Critical: pump operation; Critical: residual free chlorine; Not critical: backwash and drainage; Not critical: ban on bottles, wrappers on pool deck; Not critical: deck, coping condition; Not critical: depth markings; Not critical: filtration equipment; Not critical: first aid kits; Not critical: flowmeter; Not critical: night lighting; Not critical: pool and decks cleanliness/slime/algae; Not critical: pool surfaces condition; Not critical: pool test kit availability; Not critical: recirculation/filtration; Not critical: record-keeping; Not critical: showers condition; Not critical: storage"
6386,DeKalb,DUNWOODY CLUB TOWNHOMES,4101 DUNWOODY CLUB DRIVE,DUNWOODY,30350,5/28/2015,"No / Violation(s): Critical: availability of emerg. lifesaving equip.; Critical: bathrooms; Critical: exceeding max num of swimmers; Critical: fences and gates; Critical: ladders, rails, boards condition; Critical: life line; Critical: lifeguard signage; Critical: measures for preventing spread of disease/dealing with open wounds; Critical: pH level; Critical: pump operation; Critical: residual free chlorine; Not critical: backwash and drainage; Not critical: ban on bottles, wrappers on pool deck; Not critical: deck, coping condition; Not critical: depth markings; Not critical: filtration equipment; Not critical: first aid kits; Not critical: flowmeter; Not critical: night lighting; Not critical: pool and decks cleanliness/slime/algae; Not critical: pool surfaces condition; Not critical: pool test kit availability; Not critical: recirculation/filtration; Not critical: record-keeping; Not critical: showers condition; Not critical: storage of chemical compounds; Not critical: supervision of trained operator"
6387,DeKalb,DUNWOODY RIDGE CONDOS,2265 PEACHFORD ROAD,DUNWOODY,30338,5/29/2015,"No / Violation(s): Critical: availability of emerg. lifesaving equip.; Critical: bathrooms; Critical: chemical feeders; Critical: emergency phone/911 signage; Critical: exceeding max num of swimmers; Critical: fences and gates; Critical: ladders, rails, boards condition; Critical: life line; Critical: lifeguard signage; Critical: main drains, skimmers, gullteres, vacuums; Critical: measures for preventing spread of disease/dealing with open wounds; Critical: pH level; Critical: pump operation; Not critical: backwash and drainage; Not critical: ban on bottles, wrappers on pool deck; Not critical: deck, coping condition; Not critical: filtration equipment; Not critical: first aid kits; Not critical: flowmeter; Not critical: night lighting; Not critical: pool and decks cleanliness/slime/algae; Not critical: pool surfaces condition; Not critical: pool test kit availability; Not critical: recirculation/filtration; Not critical: record-keeping; Not critical: showers condition; Not critical: storage of chemical compounds; Not critical"
